supported_index,query_id,query_id_s,model_id,model,benchmark_label,result_status,status,native_or_fallback,candidate_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_tanimoto,formula_accuracy,failed_prediction_count,missing_candidate_spectra,predicted_spectrum_count,ranked_rows,candidate_spectra_count,claim_guardrail
67,96,96,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,6683,846.0,False,False,False,0.0011820330969267,,,,0.0,,,6683.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
68,98,98,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9270,2166.0,False,False,False,0.0004616805170821,,,,0.0,,,9270.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
69,99,99,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,6863,910.0,False,False,False,0.001098901098901,,,,0.0,,,6863.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
70,100,100,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,6530,209.0,False,False,False,0.0047846889952153,,,,0.0,,,6530.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
71,101,101,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,7839,1200.0,False,False,False,0.0008333333333333,,,,0.0,,,7839.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
72,102,102,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,4859,809.0,False,False,False,0.0012360939431396,,,,0.0,,,4859.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
73,104,104,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,8559,830.0,False,False,False,0.0012048192771084,,,,0.0,,,8559.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
74,105,105,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9237,56.0,False,False,False,0.0178571428571428,,,,0.0,,,9237.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
75,106,106,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9491,239.0,False,False,False,0.00418410041841,,,,0.0,,,9491.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
76,107,107,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,8301,169.0,False,False,False,0.0059171597633136,,,,0.0,,,8301.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
77,108,108,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9739,18.0,False,False,False,0.0555555555555555,,,,0.0,,,9739.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
78,109,109,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,4864,82.0,False,False,False,0.0121951219512195,,,,0.0,,,4864.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
79,111,111,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,2744,2121.0,False,False,False,0.0004714757190004,,,,0.0,,,2744.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
80,112,112,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9092,1016.0,False,False,False,0.0009842519685039,,,,0.0,,,9092.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
81,113,113,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,7164,13.0,False,False,False,0.0769230769230769,,,,0.0,,,7164.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
82,114,114,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,689,72.0,False,False,False,0.0138888888888888,,,,0.0,,,689.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
83,115,115,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,1876,439.0,False,False,False,0.0022779043280182,,,,0.0,,,1876.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
84,116,116,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9725,3012.0,False,False,False,0.0003320053120849,,,,0.0,,,9725.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
85,119,119,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9424,7333.0,False,False,False,0.0001363698349924,,,,0.0,,,9424.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
86,120,120,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9633,1719.0,False,False,False,0.0005817335660267,,,,0.0,,,9633.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
87,121,121,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9371,503.0,False,False,False,0.0019880715705765,,,,0.0,,,9371.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
88,122,122,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,3108,728.0,False,False,False,0.0013736263736263,,,,0.0,,,3108.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
89,123,123,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,2103,101.0,False,False,False,0.0099009900990099,,,,0.0,,,2103.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
90,126,126,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9036,455.0,False,False,False,0.0021978021978021,,,,0.0,,,9036.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
91,127,127,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,1657,457.0,False,False,False,0.0021881838074398,,,,0.0,,,1657.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
92,128,128,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9700,12.0,False,False,False,0.0833333333333333,,,,0.0,,,9700.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
93,129,129,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,8301,129.0,False,False,False,0.0077519379844961,,,,0.0,,,8301.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
94,130,130,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9113,374.0,False,False,False,0.0026737967914438,,,,0.0,,,9113.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
95,131,131,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9650,1785.0,False,False,False,0.0005602240896358,,,,0.0,,,9650.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
96,132,132,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9018,1287.0,False,False,False,0.0007770007770007,,,,0.0,,,9018.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
97,135,135,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,6577,361.0,False,False,False,0.002770083102493,,,,0.0,,,6577.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
98,136,136,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9626,160.0,False,False,False,0.00625,,,,0.0,,,9626.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
99,137,137,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,8774,673.0,False,False,False,0.0014858841010401,,,,0.0,,,8774.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
100,138,138,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,8939,152.0,False,False,False,0.006578947368421,,,,0.0,,,8939.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
101,139,139,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,631,269.0,False,False,False,0.0037174721189591,,,,0.0,,,631.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
102,140,140,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9134,92.0,False,False,False,0.0108695652173913,,,,0.0,,,9134.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
103,142,142,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9236,2218.0,False,False,False,0.0004508566275924,,,,0.0,,,9236.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
104,143,143,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,8691,36.0,False,False,False,0.0277777777777777,,,,0.0,,,8691.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
105,144,144,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9540,615.0,False,False,False,0.0016260162601626,,,,0.0,,,9540.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
106,145,145,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,316,30.0,False,False,False,0.0333333333333333,,,,0.0,,,316.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
107,146,146,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,1277,240.0,False,False,False,0.0041666666666666,,,,0.0,,,1277.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
108,147,147,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,4034,146.0,False,False,False,0.0068493150684931,,,,0.0,,,4034.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
109,149,149,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9235,248.0,False,False,False,0.0040322580645161,,,,0.0,,,9235.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
110,150,150,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,7703,7466.0,False,False,False,0.0001339405304045,,,,0.0,,,7703.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
111,151,151,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,1793,1487.0,False,False,False,0.0006724949562878,,,,0.0,,,1793.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
112,155,155,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9273,13.0,False,False,False,0.0769230769230769,,,,0.0,,,9273.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
113,156,156,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,8995,214.0,False,False,False,0.0046728971962616,,,,0.0,,,8995.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
114,157,157,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,6956,2744.0,False,False,False,0.0003644314868804,,,,0.0,,,6956.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
115,158,158,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,3729,1823.0,False,False,False,0.0005485463521667,,,,0.0,,,3729.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
116,159,159,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9633,4691.0,False,False,False,0.0002131741632914,,,,0.0,,,9633.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
117,163,163,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,361,336.0,False,False,False,0.0029761904761904,,,,0.0,,,361.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
118,164,164,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9014,97.0,False,False,False,0.0103092783505154,,,,0.0,,,9014.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
119,165,165,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,631,339.0,False,False,False,0.0029498525073746,,,,0.0,,,631.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
120,166,166,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,6879,1136.0,False,False,False,0.0008802816901408,,,,0.0,,,6879.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
121,169,169,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,4670,344.0,False,False,False,0.002906976744186,,,,0.0,,,4670.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
122,170,170,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,8301,221.0,False,False,False,0.004524886877828,,,,0.0,,,8301.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
123,171,171,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,1728,80.0,False,False,False,0.0125,,,,0.0,,,1728.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
124,172,172,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,1959,748.0,False,False,False,0.0013368983957219,,,,0.0,,,1959.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
125,173,173,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,8918,497.0,False,False,False,0.0020120724346076,,,,0.0,,,8918.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
126,176,176,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,2390,221.0,False,False,False,0.004524886877828,,,,0.0,,,2390.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
127,177,177,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,336,20.0,False,False,False,0.05,,,,0.0,,,336.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
128,178,178,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,2608,259.0,False,False,False,0.0038610038610038,,,,0.0,,,2608.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
129,179,179,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,8960,1688.0,False,False,False,0.0005924170616113,,,,0.0,,,8960.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
130,180,180,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,6387,299.0,False,False,False,0.0033444816053511,,,,0.0,,,6387.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
131,181,181,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9633,4407.0,False,False,False,0.0002269117313365,,,,0.0,,,9633.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
132,185,185,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,6320,2755.0,False,False,False,0.0003629764065335,,,,0.0,,,6320.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
133,186,186,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9661,46.0,False,False,False,0.0217391304347826,,,,0.0,,,9661.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
134,187,187,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,8418,924.0,False,False,False,0.001082251082251,,,,0.0,,,8418.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
135,188,188,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,6643,349.0,False,False,False,0.0028653295128939,,,,0.0,,,6643.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
136,189,189,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,3839,28.0,False,False,False,0.0357142857142857,,,,0.0,,,3839.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
137,190,190,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,9134,3490.0,False,False,False,0.0002865329512893,,,,0.0,,,9134.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
138,191,191,cfmid_ms2deepscore_hybrid,CFM-ID-generated spectra + MS2DeepScore similarity hybrid,CFM-ID-generated candidate spectra + MS2DeepScore similarity hybrid,completed,completed,cfmid_generated_spectra_ms2deepscore_similarity_full_supported_hybrid,1876,790.0,False,False,False,0.0012658227848101,,,,0.0,,,1876.0,Do not call this native MS2DeepScore; spectra were generated by CFM-ID.
